game_id,gameday,weekday,home_team,away_team,away_rest,home_rest,spread_line,total_line,home_ranking,away_ranking,starting_home_qb,starting_away_qb,unregressed,regressed_number
2023_18_PIT_BAL,2024-01-06,Saturday,BAL,PIT,6,6,-3.0,34.0,2.989909877997558,2.7260362724255778,L.Jackson,K.Pickett,1.920700173837663,-0.5396499130811685
2023_18_HOU_IND,2024-01-06,Saturday,IND,HOU,6,6,-1.5,47.5,5.347171446074918,-0.8417403092280402,G.Minshew,C.Stroud,7.845738323568641,3.1728691617843205
2023_18_TB_CAR,2024-01-07,Sunday,CAR,TB,7,7,-5.0,36.5,-2.7412091037928796,4.135417215929987,B.Young,B.Mayfield,-5.2197997514571846,-5.109899875728592
2023_18_CLE_CIN,2024-01-07,Sunday,CIN,CLE,10,7,7.5,37.0,14.946508509483767,-11.497894008781788,J.Burrow,P.Walker,28.101229086531237,17.800614543265617
2023_18_MIN_DET,2024-01-07,Sunday,DET,MIN,7,8,3.5,47.5,1.9559919753244053,-3.1733106582397994,J.Goff,K.Cousins,6.786129201829887,5.143064600914943
2023_18_NYJ_NE,2024-01-07,Sunday,NE,NYJ,10,7,2.5,28.5,-3.376881580392796,6.079664451085584,M.Jones,Z.Wilson,-7.799719463212698,-2.649859731606349
2023_18_ATL_NO,2024-01-07,Sunday,NO,ATL,7,7,3.5,41.5,3.822197892118872,-8.262083416339493,D.Carr,D.Ridder,13.741107876724048,8.620553938362024
2023_18_JAX_TEN,2024-01-07,Sunday,TEN,JAX,7,7,-3.5,41.5,2.3101990726684782,0.6864894963804673,M.Willis,T.Lawrence,3.2805361445536936,-0.10973192772315321
2023_18_SEA_ARI,2024-01-07,Sunday,ARI,SEA,7,7,-2.5,48.0,7.914070465666182,-4.6232400948942995,J.Dobbs,G.Smith,14.194137128826164,5.847068564413082
2023_18_CHI_GB,2024-01-07,Sunday,GB,CHI,7,7,2.5,45.5,4.98920130461936,-4.320552446534119,J.Love,T.Bagent,10.966580319419162,6.733290159709581
2023_18_KC_LAC,2024-01-07,Sunday,LAC,KC,7,7,3.5,35.0,4.799283111991755,-5.5710106831344675,J.Herbert,P.Mahomes,12.027120363391905,7.7635601816959525
2023_18_DEN_LV,2024-01-07,Sunday,LV,DEN,7,7,3.5,37.5,6.9360352623423065,-5.006339631272752,J.Garoppolo,R.Wilson,13.59920146188074,8.54960073094037
2023_18_PHI_NYG,2024-01-07,Sunday,NYG,PHI,7,7,-4.5,43.0,5.710879029829371,-4.993067541735115,T.Taylor,J.Hurts,12.360773139830169,3.9303865699150844
2023_18_LA_SF,2024-01-07,Sunday,SF,LA,7,7,5.5,40.0,-1.017740726111196,1.2017474275668576,B.Purdy,M.Stafford,-0.5626615854123709,2.4686692072938143
2023_18_DAL_WAS,2024-01-07,Sunday,WAS,DAL,8,7,-13.0,47.5,-10.522213098002961,9.344454280595329,S.Howell,D.Prescott,-18.209840810332608,-15.604920405166304
2023_18_BUF_MIA,2024-01-07,Sunday,MIA,BUF,7,7,-2.5,47.5,-5.690961995424949,3.910343038790213,T.Tagovailoa,J.Allen,-7.94447846594948,-5.22223923297474
